T_in,C_A0,tau,V,T,C_A,C_B,C_C,success,residual_norm
310.3448933965441,1.299426488389071,2.556326682664524,1.9290520625670216,309.5167892514973,1.2993552925059495,7.119574339415315e-05,1.397272290577795e-10,True,3.172887682808286e-17
346.1563814669554,1.5004371585511376,4.982388377277564,0.3306486460147866,343.4326598875758,1.498498307137723,0.0019387425599332792,1.088534814508461e-07,True,3.2774236262760715e-17
330.4141588133937,1.4402039209830395,4.983533887067463,1.812479361515697,326.5736957691132,1.4396286716313533,0.0005752402393733549,9.11231298211984e-09,True,3.267276855888941e-17
316.57831769330886,1.9647025330183776,5.210391029038093,1.380785567344689,314.3986364906446,1.96437778826296,0.0003247427736189632,1.9817983737377023e-09,True,4.086313463378239e-17
341.3870170189973,0.8833319186978595,3.7430927424524008,1.7588122294868813,337.2015049919999,0.8827684967441998,0.000563406846265695,1.5107394032059794e-08,True,1.1628071101943017e-17
343.97266783230134,1.4953841890258954,1.9591538587917565,0.8398510887323632,342.84207803894276,1.4946530012302095,0.0007311723206327602,1.5475053309826304e-08,True,7.248462136098881e-17
316.37034854982824,1.6444925489642164,3.607869961207797,1.1800218855361129,314.69871980210524,1.6442998068056383,0.00019274132304145607,8.355367277529583e-10,True,1.8142246628446417e-17
319.1018089551226,1.9621651504237851,0.8503743142529157,1.2841286159828658,318.6590665080746,1.9620913319298199,7.381838878829528e-05,1.0517686245388805e-10,True,1.2810866180463668e-16
345.9100236608294,0.9649874355835982,7.459737550710259,1.286690940870644,337.91679483820184,0.963699968860262,0.0012873941919847216,7.253135152289241e-08,True,7.312670106405704e-18
303.701653246549,1.374947667103854,2.5770562335439076,0.5151797438368537,303.4676889777762,1.374901764225349,4.590282569843575e-05,5.2806483371066614e-11,True,8.785989129324976e-17
301.57616793980674,1.7191900707472805,4.49018134885374,1.4075586652366328,301.565913916461,1.719105064330355,8.500627388709148e-05,1.4303826532285565e-10,True,4.2737811101426626e-17
304.21384929855157,1.624160609123377,2.849981713859268,1.5155692856307095,303.9370251488604,1.6240982103566073,6.239868390913304e-05,8.286053739539619e-11,True,2.8198647209626166e-17
345.205939330686,1.2545464920907723,1.2025454851311437,1.1396467674887223,344.31358875349366,1.2541313563568715,0.0004151297441242965,5.989776427581053e-09,True,1.0037257340711197e-16
317.17044988252746,1.1412954269747264,1.0702416803200898,1.020631547634633,316.5465094895761,1.141249550710474,4.5876195286549565e-05,6.89659124943988e-11,True,1.25150359065806e-16
314.3253517299401,1.803023964520189,3.446117240493972,1.5023248334338366,312.96504091447804,1.80284806427031,0.00017589962186442454,6.280145799409151e-10,True,4.086340272813827e-17
341.8450003292413,1.4494614028554749,1.2171903255628393,0.40552338447581426,341.0119347955768,1.4490717142769995,0.0003896840871364596,4.491338726411893e-09,True,1.1306027664045048e-16
323.1244531374494,1.7394041201032733,3.2450361495762627,1.6610477672534742,321.14806894264734,1.7391021515665925,0.0003019665217622875,2.014918523040985e-09,True,3.02064490810289e-17
320.1804416604185,1.1634353695991224,3.0930157946236,0.5738448674729972,318.2226853836141,1.1632814509575298,0.0001539178723185011,7.692742454361844e-10,True,3.696885749144923e-17
312.8888907657972,1.0692791760852058,4.432688245831951,1.2285653209910987,311.11102307525135,1.069163555445104,0.00011562018777844646,4.5232340323606595e-10,True,4.766951116104702e-18
323.41926058545596,1.0030509190634773,3.399878253819215,0.7246289665107755,320.89795555622146,1.002871905714516,0.0001790121227916837,1.2261697640743179e-09,True,8.215269599846869e-18
300.4064938874267,1.7461146967214753,1.9930656982931207,1.496987453243764,300.48747008396487,1.7460797776851034,3.491901277787889e-05,2.3594116243095804e-11,True,1.4622593800141787e-16
338.16521137063046,1.6712796513631574,6.772377590725442,0.6952975521522132,333.3736146583525,1.6698020942984912,0.001477503250763082,5.3813903067822206e-08,True,3.431951763104371e-17
320.1275620445325,1.14325674987815,3.319988749687651,0.9492654909276244,318.035302110513,1.143096736117151,0.00016001291585373957,8.451455911045998e-10,True,4.946889211596592e-17
307.78645425201273,1.6627881570843486,4.556496611106117,0.1430178373271006,306.8610168891012,1.6626576591106772,0.0001304976129263889,3.6074508378552934e-10,True,2.255405709559379e-17
345.5465677438229,1.032704936654656,1.3978680471759202,1.939323779574784,344.20238906142504,1.0323106279890797,0.00039430210428037955,6.561295878626066e-09,True,5.191424134089222e-17
346.68293310657714,1.8710804225395525,1.406024199372792,1.2255919889559639,346.78504005758083,1.8702294565449145,0.0008509489060358716,1.708860212070452e-08,True,6.939023061832468e-17
330.69316146122907,1.7693129443409434,1.8129814209850594,1.0003008168094567,329.44702922470844,1.7689960842861767,0.00031685776835701466,2.2864094691487452e-09,True,1.3252454968180916e-16
331.7140727588598,1.5082368232195476,7.694657946804926,1.9567263332457452,325.9934021868366,1.5073456481981673,0.0008911542027051107,2.0818675053446295e-08,True,1.1728603852983964e-17
327.0400483992547,1.0457196475959518,0.5585119678989666,0.13099496008960082,326.54724640874707,1.0456729112824552,4.673623069837384e-05,8.27982617346409e-11,True,9.134240822910183e-17
346.85865666662306,1.8607192083849244,4.8999558280475,0.5723053680542749,347.4714584026182,1.8576394268634757,0.003079555411285294,2.26110163551551e-07,True,1.2359470710599804e-16
315.36730919470097,1.9398626830150483,5.048949045571236,1.4455765139726513,313.3833536833964,1.9395760232832506,0.00028665817749444586,1.5543029859296026e-09,True,4.457377445820622e-17
357.2049607375685,1.094983657345222,4.50178864781222,0.9906169520807976,356.24700566659794,1.0920881966215201,0.002895105980529628,3.5474317223268003e-07,True,2.1162837203556526e-17
345.79529805766236,1.1510698629077933,4.627727337963943,1.0662557976640648,341.58649901638086,1.149847992265973,0.0012218148315895937,5.581023082055835e-08,True,1.7510027166575515e-17
